setup_date,fill_date,strategy,direction,contracts,fill_price,exit_price,exit_reason,pts,pts_net,pnl_dollars,risk_pts,R,equity_after
2013-12-12,2013-12-13,TOPQ,short,8,3455.25,3467.5,stop,-12.25,-12.75,-216.0,12.25,-1.0408163265306123,27298.819999999985
2013-12-17,2013-12-18,TOPQ,short,8,3460.5,3472.0,ambiguous_stop,-11.5,-12.0,-204.0,11.5,-1.0434782608695652,27094.819999999985
2013-12-18,2013-12-19,TOPQ,long,2,3513.75,3497.0,close,-16.75,-17.25,-72.0,46.0,-0.375,27022.819999999985
2013-12-20,2013-12-23,NR7,long,2,3541.0,3528.41,target,-12.590000000000146,-13.090000000000146,-55.36000000000058,45.0,-0.29088888888889214,26967.459999999985
2014-01-03,2014-01-06,TOPQ,short,4,3527.0,3507.625,target,19.375,18.875,145.0,19.875,0.949685534591195,27112.459999999985
2014-01-07,2014-01-08,TOPQ,long,4,3557.5,3564.75,close,7.25,6.75,48.0,20.875,0.32335329341317365,27160.459999999985
2014-01-08,2014-01-09,TOPQ,long,8,3569.75,3556.75,stop,-13.0,-13.5,-228.0,13.0,-1.0384615384615385,26932.459999999985
2014-01-14,2014-01-15,TOPQ,long,2,3576.75,3598.25,close,21.5,21.0,81.0,36.875,0.5694915254237288,27013.459999999985
2014-01-16,2014-01-17,NR7,short,6,3593.75,3608.25,stop,-14.5,-15.0,-189.0,14.5,-1.0344827586206897,26824.459999999985
2014-01-24,2014-01-27,TOPQ,short,2,3527.5,3481.0,target,46.5,46.0,181.0,47.0,0.9787234042553191,27005.459999999985
2014-02-04,2014-02-05,NR7,short,2,3431.25,3445.5,close,-14.25,-14.75,-62.0,42.5,-0.34705882352941175,26943.459999999985
2014-02-06,2014-02-07,TOPQ,long,3,3499.5,3525.0,target,25.5,25.0,145.5,26.0,0.9615384615384616,27088.959999999985
2014-02-07,2014-02-10,TOPQ,long,2,3562.0,3577.5,close,15.5,15.0,57.0,41.375,0.36253776435045315,27145.959999999985
2014-02-10,2014-02-11,NR7,long,3,3582.0,3612.75,close,30.75,30.25,177.0,31.5,0.9603174603174603,27322.959999999985
2014-02-12,2014-02-13,NR7,long,3,3633.75,3610.25,stop,-23.5,-24.0,-148.5,23.5,-1.0212765957446808,27174.459999999985
2014-02-13,2014-02-14,TOPQ,long,3,3656.25,3661.0,close,4.75,4.25,21.0,29.875,0.14225941422594143,27195.459999999985
2014-02-14,2014-02-18,TOPQ,long,6,3668.25,3683.0,target,14.75,14.25,162.0,15.25,0.9344262295081968,27357.459999999985
2014-02-20,2014-02-21,TOPQ,long,4,3677.25,3664.5,close,-12.75,-13.25,-112.0,19.625,-0.6751592356687898,27245.459999999985
2014-02-21,2014-02-24,TOPQ,short,8,3660.5,3673.75,stop,-13.25,-13.75,-232.0,13.25,-1.0377358490566038,27013.459999999985
2014-02-27,2014-02-28,TOPQ,long,3,3707.0,3684.0,stop,-23.0,-23.5,-145.5,23.0,-1.0217391304347827,26867.959999999985
2014-03-05,2014-03-06,NR7,long,4,3732.75,3712.5,stop,-20.25,-20.75,-172.0,20.25,-1.0246913580246915,26695.959999999985
2014-03-10,2014-03-11,TOPQ,long,6,3712.25,3698.0,ambiguous_stop,-14.25,-14.75,-186.0,14.25,-1.0350877192982457,26509.959999999985
2014-03-11,2014-03-12,TOPQ,short,3,3680.75,3703.5,stop,-22.75,-23.25,-144.0,22.75,-1.021978021978022,26365.959999999985
2014-03-12,2014-03-13,TOPQ,long,3,3710.25,3685.75,stop,-24.5,-25.0,-154.5,24.5,-1.0204081632653061,26211.459999999985
2014-03-13,2014-03-14,TOPQ,short,2,3636.0,3627.75,close,8.25,7.75,28.0,43.25,0.1791907514450867,26239.459999999985
2014-03-14,2014-03-17,TOPQ,short,4,3625.5,3643.375,stop,-17.875,-18.375,-153.0,17.875,-1.027972027972028,26086.459999999985
2014-03-18,2014-03-19,TOPQ,long,3,3708.75,3677.625,stop,-31.125,-31.625,-194.25,31.125,-1.0160642570281124,25892.209999999985
2014-03-26,2014-03-27,TOPQ,short,2,3570.5,3554.25,close,16.25,15.75,60.0,38.625,0.4077669902912621,25952.209999999985
2014-04-01,2014-04-02,TOPQ,long,2,3653.0,3658.25,close,5.25,4.75,16.0,37.375,0.12709030100334448,25968.209999999985
2014-04-02,2014-04-03,NR7,long,3,3668.75,3642.5,stop,-26.25,-26.75,-165.0,26.25,-1.019047619047619,25803.209999999985
2014-04-08,2014-04-09,TOPQ,long,3,3536.25,3558.75,target,22.5,22.0,127.5,23.0,0.9565217391304348,25930.709999999985
2014-04-09,2014-04-10,TOPQ,long,2,3594.5,3560.25,stop,-34.25,-34.75,-142.0,34.25,-1.0145985401459854,25788.709999999985
2014-04-11,2014-04-14,TOPQ,short,3,3431.25,3462.625,stop,-31.375,-31.875,-195.75,31.375,-1.0159362549800797,25592.959999999985
2014-04-14,2014-04-15,TOPQ,long,3,3485.25,3455.125,stop,-30.125,-30.625,-188.25,30.125,-1.016597510373444,25404.709999999985
2014-04-15,2014-04-16,TOPQ,long,2,3501.25,3501.5,close,0.25,-0.25,-4.0,48.375,-0.00516795865633075,25400.709999999985
2014-04-16,2014-04-17,NR7,long,2,3524.75,3523.25,close,-1.5,-2.0,-11.0,45.25,-0.04419889502762431,25389.709999999985
2014-04-21,2014-04-22,NR7,long,2,3554.5,3585.0,close,30.5,30.0,117.0,37.75,0.7947019867549668,25506.709999999985
2014-04-22,2014-04-23,TOPQ,long,3,3588.75,3567.125,stop,-21.625,-22.125,-137.25,21.625,-1.023121387283237,25369.459999999985
2014-04-23,2014-04-24,TOPQ,short,3,3545.75,3572.75,stop,-27.0,-27.5,-169.5,27.0,-1.0185185185185186,25199.959999999985
2014-04-25,2014-04-28,TOPQ,short,2,3516.25,3553.125,stop,-36.875,-37.375,-152.5,36.875,-1.0135593220338983,25047.459999999985
2014-04-29,2014-04-30,TOPQ,long,3,3571.5,3550.625,stop,-20.875,-21.375,-132.75,20.875,-1.0239520958083832,24914.709999999985
2014-04-30,2014-05-01,NR7,long,2,3578.25,3586.75,close,8.5,8.0,29.0,39.25,0.20382165605095542,24943.709999999985
2014-05-01,2014-05-02,NR7,short,2,3570.25,3579.25,close,-9.0,-9.5,-41.0,35.25,-0.2695035460992908,24902.709999999985
2014-05-02,2014-05-05,NR7,short,2,3569.25,3590.75,close,-21.5,-22.0,-91.0,35.25,-0.624113475177305,24811.709999999985
2014-05-05,2014-05-06,TOPQ,long,3,3598.25,3573.0,stop,-25.25,-25.75,-159.0,25.25,-1.0198019801980198,24652.709999999985
2014-05-06,2014-05-07,TOPQ,short,3,3546.5,3518.25,target,28.25,27.75,162.0,28.75,0.9652173913043478,24814.709999999985
2014-05-09,2014-05-12,TOPQ,long,3,3552.5,3573.125,target,20.625,20.125,116.25,21.125,0.9526627218934911,24930.959999999985
2014-05-13,2014-05-14,NR7,short,3,3603.25,3596.25,close,7.0,6.5,34.5,21.0,0.30952380952380953,24965.459999999985
2014-05-16,2014-05-19,TOPQ,long,3,3589.75,3566.25,ambiguous_stop,-23.5,-24.0,-148.5,23.5,-1.0212765957446808,24816.959999999985
2014-05-19,2014-05-20,TOPQ,long,3,3617.75,3591.5,stop,-26.25,-26.75,-165.0,26.25,-1.019047619047619,24651.959999999985
2014-05-21,2014-05-22,TOPQ,long,3,3636.0,3657.0,target,21.0,20.5,118.5,21.5,0.9534883720930233,24770.459999999985
2014-05-22,2014-05-23,NR7,long,3,3660.0,3675.0,close,15.0,14.5,82.5,28.75,0.5043478260869565,24852.959999999985
2014-05-23,2014-05-27,TOPQ,long,4,3679.0,3692.875,target,13.875,13.375,101.0,17.875,0.7482517482517482,24953.959999999985
2014-05-29,2014-05-30,TOPQ,long,8,3737.5,3725.25,stop,-12.25,-12.75,-216.0,12.25,-1.0408163265306123,24737.959999999985
2014-05-30,2014-06-02,TOPQ,long,6,3740.75,3727.875,stop,-12.875,-13.375,-169.5,12.875,-1.0388349514563107,24568.459999999985
2014-06-03,2014-06-04,NR7,long,3,3736.0,3714.0,stop,-22.0,-22.5,-139.5,22.0,-1.0227272727272727,24428.959999999985
2014-06-04,2014-06-05,TOPQ,long,4,3749.5,3766.875,target,17.375,16.875,129.0,17.875,0.9440559440559441,24557.959999999985
2014-06-10,2014-06-11,NR7,long,4,3803.25,3784.75,stop,-18.5,-19.0,-158.0,18.5,-1.027027027027027,24399.959999999985
2014-06-18,2014-06-19,TOPQ,long,3,3807.75,3785.25,stop,-22.5,-23.0,-142.5,22.5,-1.0222222222222221,24257.459999999985
2014-06-26,2014-06-27,TOPQ,long,4,3822.25,3831.5,close,9.25,8.75,64.0,16.75,0.5223880597014925,24321.459999999985
2014-07-02,2014-07-03,NR7,long,6,3896.75,3915.75,close,19.0,18.5,213.0,13.75,1.3454545454545455,24534.459999999985
2014-07-11,2014-07-14,TOPQ,long,6,3899.25,3912.625,target,13.375,12.875,145.5,13.875,0.9279279279279279,24679.959999999985
2014-07-17,2014-07-18,TOPQ,short,2,3859.0,3893.375,stop,-34.375,-34.875,-142.5,34.375,-1.0145454545454546,24537.459999999985
2014-07-21,2014-07-22,NR7,long,3,3934.5,3950.5,close,16.0,15.5,88.5,24.75,0.6262626262626263,24625.959999999985
2014-07-23,2014-07-24,TOPQ,long,4,3983.5,3963.75,stop,-19.75,-20.25,-168.0,19.75,-1.0253164556962024,24457.959999999985
2014-07-28,2014-07-29,TOPQ,long,3,3970.5,3949.625,stop,-20.875,-21.375,-132.75,20.875,-1.0239520958083832,24325.209999999985
2014-07-31,2014-08-01,TOPQ,short,2,3881.5,3873.25,close,8.25,7.75,28.0,44.5,0.17415730337078653,24353.209999999985
2014-08-08,2014-08-11,TOPQ,long,3,3887.0,3916.875,target,29.875,29.375,171.75,30.375,0.9670781893004116,24524.959999999985
2014-08-12,2014-08-13,NR7,long,2,3917.5,3945.75,close,28.25,27.75,108.0,34.25,0.8102189781021898,24632.959999999985
2014-08-13,2014-08-14,TOPQ,long,3,3949.75,3973.125,target,23.375,22.875,132.75,23.875,0.9581151832460733,24765.709999999985
2014-08-14,2014-08-15,TOPQ,long,4,3975.0,3957.125,ambiguous_stop,-17.875,-18.375,-153.0,17.875,-1.027972027972028,24612.709999999985
2014-08-15,2014-08-18,TOPQ,long,3,3994.75,4018.125,target,23.375,22.875,132.75,23.875,0.9581151832460733,24745.459999999985
2014-09-02,2014-09-03,TOPQ,long,9,4096.25,4086.0,ambiguous_stop,-10.25,-10.75,-207.0,10.25,-1.048780487804878,24538.459999999985
2014-09-03,2014-09-04,TOPQ,short,3,4062.25,4088.125,stop,-25.875,-26.375,-162.75,25.875,-1.0193236714975846,24375.709999999985
2014-09-05,2014-09-08,TOPQ,long,4,4091.75,4093.0,close,1.25,0.75,0.0,20.0,0.0375,24375.709999999985
2014-09-10,2014-09-11,TOPQ,long,3,4096.5,4075.5,stop,-21.0,-21.5,-133.5,21.0,-1.0238095238095237,24242.209999999985
2014-09-16,2014-09-17,TOPQ,long,2,4074.25,4072.5,close,-1.75,-2.25,-12.0,31.25,-0.072,24230.209999999985
2014-09-18,2014-09-19,TOPQ,long,4,4107.0,4125.625,target,18.625,18.125,139.0,19.125,0.9477124183006536,24369.209999999985
2014-09-19,2014-09-22,NR7,short,2,4091.75,4060.5,target,31.25,30.75,120.0,36.0,0.8541666666666666,24489.209999999985
2014-09-26,2014-09-29,TOPQ,long,3,4050.75,4026.125,stop,-24.625,-25.125,-155.25,24.625,-1.0203045685279188,24333.959999999985
2014-10-01,2014-10-02,TOPQ,short,2,3965.25,3978.0,close,-12.75,-13.25,-56.0,40.5,-0.3271604938271605,24277.959999999985
2014-10-06,2014-10-07,TOPQ,short,3,3996.0,3974.125,target,21.875,21.375,123.75,22.375,0.9553072625698324,24401.709999999985
2014-10-07,2014-10-08,TOPQ,short,2,3947.75,3979.125,stop,-31.375,-31.875,-130.5,31.375,-1.0159362549800797,24271.209999999985
2014-10-08,2014-10-09,TOPQ,long,2,4042.0,3986.25,stop,-55.75,-56.25,-228.0,55.75,-1.0089686098654709,24043.209999999985
2014-10-09,2014-10-10,TOPQ,short,2,3946.75,3896.625,target,50.125,49.625,195.5,50.625,0.980246913580247,24238.709999999985
2014-10-10,2014-10-13,TOPQ,short,2,3848.5,3793.0,target,55.5,55.0,217.0,60.5,0.9090909090909091,24455.709999999985
2014-10-20,2014-10-21,TOPQ,long,2,3883.25,3927.875,target,44.625,44.125,173.5,45.125,0.9778393351800554,24629.209999999985
2014-10-23,2014-10-24,TOPQ,long,2,4025.0,3982.125,stop,-42.875,-43.375,-176.5,42.875,-1.0116618075801749,24452.709999999985
2014-10-24,2014-10-27,TOPQ,long,2,4038.75,4038.25,close,-0.5,-1.0,-7.0,34.25,-0.029197080291970802,24445.709999999985
2014-10-27,2014-10-28,NR7,long,2,4050.0,4094.0,close,44.0,43.5,171.0,40.5,1.0740740740740742,24616.709999999985
2014-10-30,2014-10-31,TOPQ,long,3,4102.75,4132.25,target,29.5,29.0,169.5,30.0,0.9666666666666667,24786.209999999985
2014-10-31,2014-11-03,TOPQ,long,2,4163.75,4157.25,close,-6.5,-7.0,-31.0,37.125,-0.18855218855218855,24755.209999999985
2014-11-03,2014-11-04,NR7,short,2,4141.75,4143.5,close,-1.75,-2.25,-12.0,32.0,-0.0703125,24743.209999999985
2014-11-05,2014-11-06,TOPQ,short,3,4133.5,4155.0,stop,-21.5,-22.0,-136.5,21.5,-1.0232558139534884,24606.709999999985
2014-11-06,2014-11-07,TOPQ,long,4,4167.25,4148.625,stop,-18.625,-19.125,-159.0,18.625,-1.0268456375838926,24447.709999999985
2014-11-11,2014-11-12,NR7,long,3,4186.5,4196.0,close,9.5,9.0,49.5,24.5,0.3673469387755102,24497.209999999985
2014-11-12,2014-11-13,TOPQ,long,4,4199.0,4214.875,target,15.875,15.375,117.0,16.375,0.9389312977099237,24614.209999999985
2014-11-20,2014-11-21,TOPQ,long,3,4248.5,4271.5,target,23.0,22.5,130.5,23.5,0.9574468085106383,24744.709999999985
2014-11-24,2014-11-25,TOPQ,long,4,4287.0,4292.5,close,5.5,5.0,34.0,19.625,0.25477707006369427,24778.709999999985
2014-11-25,2014-11-26,NR7,long,3,4303.5,4317.75,close,14.25,13.75,78.0,26.75,0.514018691588785,24856.709999999985
2014-11-26,2014-11-28,TOPQ,long,4,4324.0,4340.375,target,16.375,15.875,121.0,16.875,0.9407407407407408,24977.709999999985
2014-12-05,2014-12-08,NR7,short,3,4302.5,4262.18,target,40.31999999999971,39.81999999999971,234.41999999999825,24.25,1.642061855670091,25212.129999999983
2014-12-11,2014-12-12,TOPQ,short,2,4220.0,4189.5,close,30.5,30.0,117.0,39.125,0.7667731629392971,25329.129999999983
2014-12-12,2014-12-15,TOPQ,short,2,4187.75,4221.375,ambiguous_stop,-33.625,-34.125,-139.5,33.625,-1.0148698884758365,25189.629999999983
2014-12-15,2014-12-16,TOPQ,short,2,4144.5,4191.25,ambiguous_stop,-46.75,-47.25,-192.0,46.75,-1.0106951871657754,24997.629999999983
2014-12-17,2014-12-18,TOPQ,long,2,4176.25,4221.5,target,45.25,44.75,176.0,45.75,0.9781420765027322,25173.629999999983
2014-12-18,2014-12-19,TOPQ,long,2,4275.0,4261.0,close,-14.0,-14.5,-61.0,60.625,-0.23917525773195877,25112.629999999983
2014-12-22,2014-12-23,NR7,long,3,4301.5,4276.0,stop,-25.5,-26.0,-160.5,25.5,-1.0196078431372548,24952.129999999983
2014-12-24,2014-12-26,NR7,long,3,4298.75,4310.25,close,11.5,11.0,61.5,22.25,0.4943820224719101,25013.629999999983
2014-12-30,2014-12-31,TOPQ,short,3,4273.5,4295.875,ambiguous_stop,-22.375,-22.875,-141.75,22.375,-1.0223463687150838,24871.879999999983
2014-12-31,2015-01-02,TOPQ,short,2,4227.75,4266.5,stop,-38.75,-39.25,-160.0,38.75,-1.0129032258064516,24711.879999999983
2015-01-02,2015-01-05,TOPQ,short,2,4200.75,4165.125,target,35.625,35.125,137.5,36.125,0.972318339100346,24849.379999999983
2015-01-05,2015-01-06,TOPQ,short,2,4144.75,4107.125,target,37.625,37.125,145.5,38.125,0.9737704918032787,24994.879999999983
2015-01-07,2015-01-08,TOPQ,long,3,4163.5,4193.5,target,30.0,29.5,172.5,30.5,0.9672131147540983,25167.379999999983
2015-01-08,2015-01-09,TOPQ,long,2,4243.0,4197.5,stop,-45.5,-46.0,-187.0,45.5,-1.010989010989011,24980.379999999983
2015-01-12,2015-01-13,TOPQ,short,2,4150.75,4189.25,stop,-38.5,-39.0,-159.0,38.5,-1.0129870129870129,24821.379999999983
2015-01-16,2015-01-20,TOPQ,long,2,4138.75,4167.0,close,28.25,27.75,108.0,48.75,0.5692307692307692,24929.379999999983
2015-01-22,2015-01-23,TOPQ,long,2,4269.25,4267.0,close,-2.25,-2.75,-14.0,52.5,-0.05238095238095238,24915.379999999983
2015-01-23,2015-01-26,NR7,short,2,4249.5,4269.25,close,-19.75,-20.25,-84.0,36.75,-0.5510204081632653,24831.379999999983
2015-01-28,2015-01-29,TOPQ,short,2,4119.25,4177.0,stop,-57.75,-58.25,-236.0,57.75,-1.0086580086580086,24595.379999999983
2015-01-29,2015-01-30,TOPQ,long,2,4203.5,4147.75,stop,-55.75,-56.25,-228.0,55.75,-1.0089686098654709,24367.379999999983
2015-01-30,2015-02-02,TOPQ,short,2,4135.75,4172.0,ambiguous_stop,-36.25,-36.75,-150.0,36.25,-1.013793103448276,24217.379999999983
2015-02-02,2015-02-03,TOPQ,long,2,4188.25,4216.25,close,28.0,27.5,107.0,51.5,0.5339805825242718,24324.379999999983
2015-02-03,2015-02-04,TOPQ,long,3,4223.0,4194.25,stop,-28.75,-29.25,-180.0,28.75,-1.017391304347826,24144.379999999983
2015-02-04,2015-02-05,NR7,long,2,4243.25,4187.5,stop,-55.75,-56.25,-228.0,55.75,-1.0089686098654709,23916.379999999983
2015-02-05,2015-02-06,TOPQ,long,2,4255.0,4218.125,stop,-36.875,-37.375,-152.5,36.875,-1.0135593220338983,23763.879999999983
2015-02-09,2015-02-10,NR7,long,2,4232.25,4283.49,target,51.23999999999978,50.73999999999978,199.95999999999913,30.75,1.650081300813001,23963.839999999982
2015-02-10,2015-02-11,TOPQ,long,2,4284.25,4320.5,target,36.25,35.75,140.0,36.75,0.9727891156462585,24103.839999999982
2015-02-12,2015-02-13,TOPQ,long,2,4346.75,4376.875,target,30.125,29.625,115.5,30.625,0.9673469387755103,24219.339999999982
2015-02-18,2015-02-19,NR7,long,4,4393.75,4413.25,close,19.5,19.0,146.0,20.0,0.95,24365.339999999982
2015-02-19,2015-02-20,TOPQ,long,3,4417.5,4396.625,ambiguous_stop,-20.875,-21.375,-132.75,20.875,-1.0239520958083832,24232.589999999982
2015-02-23,2015-02-24,NR7,long,4,4449.5,4429.75,stop,-19.75,-20.25,-168.0,19.75,-1.0253164556962024,24064.589999999982
2015-02-24,2015-02-25,TOPQ,long,6,4456.0,4441.375,stop,-14.625,-15.125,-190.5,14.625,-1.0341880341880343,23874.089999999982
2015-03-10,2015-03-11,TOPQ,short,2,4328.25,4307.5,close,20.75,20.25,78.0,43.875,0.46153846153846156,23952.089999999982
2015-03-11,2015-03-12,TOPQ,short,3,4304.0,4325.875,stop,-21.875,-22.375,-138.75,21.875,-1.022857142857143,23813.339999999982
2015-03-12,2015-03-13,TOPQ,long,3,4339.75,4319.125,stop,-20.625,-21.125,-131.25,20.625,-1.0242424242424242,23682.089999999982
2015-03-16,2015-03-17,TOPQ,long,2,4373.0,4377.75,close,4.75,4.25,14.0,36.875,0.1152542372881356,23696.089999999982
2015-03-17,2015-03-18,TOPQ,long,4,4385.0,4366.75,ambiguous_stop,-18.25,-18.75,-156.0,18.25,-1.0273972602739727,23540.089999999982
2015-03-19,2015-03-20,NR7,long,3,4442.0,4461.25,close,19.25,18.75,108.0,22.5,0.8333333333333334,23648.089999999982
2015-03-23,2015-03-24,TOPQ,short,6,4435.75,4448.625,stop,-12.875,-13.375,-169.5,12.875,-1.0388349514563107,23478.589999999982
2015-03-24,2015-03-25,TOPQ,short,4,4424.0,4405.875,target,18.125,17.625,135.0,18.625,0.9463087248322147,23613.589999999982
2015-03-27,2015-03-30,TOPQ,long,4,4333.75,4351.625,target,17.875,17.375,133.0,18.375,0.9455782312925171,23746.589999999982
2015-03-31,2015-04-01,TOPQ,short,3,4320.5,4293.25,target,27.25,26.75,156.0,27.75,0.963963963963964,23902.589999999982
2015-04-02,2015-04-06,NR7,long,2,4321.25,4288.5,stop,-32.75,-33.25,-136.0,32.75,-1.015267175572519,23766.589999999982
2015-04-06,2015-04-07,TOPQ,long,2,4355.0,4334.0,close,-21.0,-21.5,-89.0,45.375,-0.4738292011019284,23677.589999999982
2015-04-07,2015-04-08,TOPQ,short,3,4330.0,4351.25,stop,-21.25,-21.75,-135.0,21.25,-1.0235294117647058,23542.589999999982
2015-04-08,2015-04-09,TOPQ,long,3,4379.5,4353.375,stop,-26.125,-26.625,-164.25,26.125,-1.0191387559808613,23378.339999999982
2015-04-09,2015-04-10,TOPQ,long,3,4401.5,4414.75,close,13.25,12.75,72.0,24.5,0.5204081632653061,23450.339999999982
2015-04-10,2015-04-13,NR7,long,2,4416.25,4403.25,close,-13.0,-13.5,-57.0,30.5,-0.4426229508196721,23393.339999999982
2015-04-13,2015-04-14,TOPQ,short,3,4399.25,4378.5,target,20.75,20.25,117.0,21.25,0.9529411764705882,23510.339999999982
2015-04-15,2015-04-16,TOPQ,long,3,4429.25,4408.875,stop,-20.375,-20.875,-129.75,20.375,-1.0245398773006136,23380.589999999982
2015-04-20,2015-04-21,TOPQ,long,2,4417.25,4428.5,close,11.25,10.75,40.0,32.625,0.32950191570881227,23420.589999999982
2015-04-22,2015-04-23,TOPQ,long,2,4459.75,4429.0,ambiguous_stop,-30.75,-31.25,-128.0,30.75,-1.016260162601626,23292.589999999982
2015-04-23,2015-04-24,TOPQ,long,2,4497.5,4529.25,close,31.75,31.25,122.0,39.875,0.7836990595611285,23414.589999999982
2015-04-24,2015-04-27,TOPQ,long,3,4536.5,4512.875,stop,-23.625,-24.125,-149.25,23.625,-1.0211640211640212,23265.339999999982
2015-05-01,2015-05-04,TOPQ,long,2,4471.75,4501.25,target,29.5,29.0,113.0,31.5,0.9206349206349206,23378.339999999982
2015-05-05,2015-05-06,TOPQ,short,2,4399.25,4359.125,target,40.125,39.625,155.5,40.625,0.9753846153846154,23533.839999999982
2015-05-07,2015-05-08,TOPQ,long,2,4409.5,4447.625,target,38.125,37.625,147.5,38.625,0.9741100323624595,23681.339999999982
2015-05-08,2015-05-11,TOPQ,long,2,4463.0,4431.875,stop,-31.125,-31.625,-129.5,31.125,-1.0160642570281124,23551.839999999982
2015-05-11,2015-05-12,NR7,short,2,4426.5,4420.75,close,5.75,5.25,18.0,38.0,0.13815789473684212,23569.839999999982
2015-05-13,2015-05-14,TOPQ,short,3,4417.25,4437.625,stop,-20.375,-20.875,-129.75,20.375,-1.0245398773006136,23440.089999999982
2015-05-14,2015-05-15,TOPQ,long,2,4493.25,4488.75,close,-4.5,-5.0,-23.0,40.375,-0.1238390092879257,23417.089999999982
2015-05-15,2015-05-18,NR7,long,2,4507.75,4477.75,stop,-30.0,-30.5,-125.0,30.0,-1.0166666666666666,23292.089999999982
2015-05-18,2015-05-19,TOPQ,long,3,4518.0,4501.25,close,-16.75,-17.25,-108.0,23.875,-0.7225130890052356,23184.089999999982
2015-05-19,2015-05-20,TOPQ,short,4,4496.25,4511.5,stop,-15.25,-15.75,-132.0,15.25,-1.0327868852459017,23052.089999999982
2015-05-22,2015-05-26,NR7,short,3,4521.75,4488.15,target,33.600000000000364,33.100000000000364,194.10000000000218,20.25,1.634567901234586,23246.189999999984
2015-06-08,2015-06-09,TOPQ,short,2,4421.75,4391.375,target,30.375,29.875,116.5,30.875,0.9676113360323887,23362.689999999984
2015-06-09,2015-06-10,TOPQ,long,3,4441.5,4466.75,target,25.25,24.75,144.0,25.75,0.9611650485436893,23506.689999999984
2015-06-10,2015-06-11,TOPQ,long,2,4498.5,4490.5,close,-8.0,-8.5,-37.0,34.125,-0.2490842490842491,23469.689999999984
2015-06-11,2015-06-12,NR7,short,2,4479.0,4454.75,close,24.25,23.75,92.0,33.25,0.7142857142857143,23561.689999999984
2015-06-12,2015-06-15,TOPQ,short,3,4443.5,4426.0,target,17.5,17.0,97.5,26.0,0.6538461538461539,23659.189999999984
2015-06-15,2015-06-16,TOPQ,long,3,4445.0,4419.5,stop,-25.5,-26.0,-160.5,25.5,-1.0196078431372548,23498.689999999984
2015-06-16,2015-06-17,TOPQ,long,2,4463.75,4461.25,close,-2.5,-3.0,-15.0,30.5,-0.09836065573770492,23483.689999999984
2015-06-19,2015-06-22,NR7,short,2,4512.5,4546.75,stop,-34.25,-34.75,-142.0,34.25,-1.0145985401459854,23341.689999999984
2015-06-24,2015-06-25,TOPQ,short,3,4514.25,4534.875,stop,-20.625,-21.125,-131.25,20.625,-1.0242424242424242,23210.439999999984
2015-06-25,2015-06-26,TOPQ,short,3,4499.75,4476.25,target,23.5,23.0,133.5,24.0,0.9583333333333334,23343.939999999984
2015-07-02,2015-07-06,NR7,short,2,4408.0,4352.14,target,55.85999999999967,55.35999999999967,218.4399999999987,33.5,1.652537313432826,23562.379999999983
2015-07-06,2015-07-07,TOPQ,long,2,4437.5,4390.625,stop,-46.875,-47.375,-192.5,46.875,-1.0106666666666666,23369.879999999983
2015-07-08,2015-07-09,TOPQ,short,2,4336.25,4379.5,stop,-43.25,-43.75,-178.0,43.25,-1.0115606936416186,23191.879999999983
2015-07-10,2015-07-13,TOPQ,long,2,4426.75,4386.125,ambiguous_stop,-40.625,-41.125,-167.5,40.625,-1.0123076923076924,23024.379999999983
2015-07-14,2015-07-15,NR7,long,2,4530.0,4536.5,close,6.5,6.0,21.0,45.5,0.13186813186813187,23045.379999999983
2015-07-15,2015-07-16,NR7,long,2,4539.75,4590.57,target,50.81999999999971,50.31999999999971,198.27999999999884,30.5,1.649836065573761,23243.65999999998
2015-07-16,2015-07-17,TOPQ,long,2,4612.75,4653.25,target,40.5,40.0,157.0,41.0,0.975609756097561,23400.65999999998
2015-07-17,2015-07-20,TOPQ,long,3,4654.25,4677.375,target,23.125,22.625,131.25,23.625,0.9576719576719577,23531.90999999998
2015-07-24,2015-07-27,TOPQ,short,2,4544.25,4522.5,close,21.75,21.25,82.0,47.375,0.44854881266490765,23613.90999999998
2015-07-28,2015-07-29,TOPQ,long,2,4561.5,4565.0,close,3.5,3.0,9.0,32.375,0.09266409266409266,23622.90999999998
2015-07-29,2015-07-30,NR7,long,2,4579.75,4544.0,stop,-35.75,-36.25,-148.0,35.75,-1.013986013986014,23474.90999999998
2015-07-30,2015-07-31,TOPQ,long,2,4599.0,4585.0,close,-14.0,-14.5,-61.0,34.25,-0.4233576642335766,23413.90999999998
2015-07-31,2015-08-03,NR7,short,2,4576.0,4573.0,close,3.0,2.5,7.0,32.75,0.07633587786259542,23420.90999999998
2015-08-06,2015-08-07,TOPQ,short,2,4502.5,4519.0,close,-16.5,-17.0,-71.0,53.25,-0.3192488262910798,23349.90999999998
2015-08-10,2015-08-11,TOPQ,long,2,4582.5,4546.375,stop,-36.125,-36.625,-149.5,36.125,-1.013840830449827,23200.40999999998
2015-08-12,2015-08-13,TOPQ,long,2,4535.75,4517.25,close,-18.5,-19.0,-79.0,52.375,-0.3627684964200477,23121.40999999998
2015-08-13,2015-08-14,NR7,short,2,4508.5,4531.75,close,-23.25,-23.75,-98.0,48.5,-0.4896907216494845,23023.40999999998
2015-08-14,2015-08-17,NR7,long,2,4534.25,4564.75,close,30.5,30.0,117.0,35.25,0.851063829787234,23140.40999999998
