setup_date,fill_date,strategy,direction,contracts,fill_price,exit_price,exit_reason,pts,pts_net,pnl_dollars,risk_pts,R,equity_after
2017-07-13,2017-07-14,NR7,long,2,5812.25,5843.25,close,31.0,30.5,119.0,35.0,0.8714285714285714,18291.22999999998
2017-07-14,2017-07-17,TOPQ,long,2,5848.0,5855.0,close,7.0,6.5,23.0,30.25,0.21487603305785125,18314.22999999998
2017-07-17,2017-07-18,NR7,long,2,5864.0,5831.25,stop,-32.75,-33.25,-136.0,32.75,-1.015267175572519,18178.22999999998
2017-07-18,2017-07-19,TOPQ,long,2,5898.75,5918.25,close,19.5,19.0,73.0,39.375,0.48253968253968255,18251.22999999998
2017-07-19,2017-07-20,TOPQ,long,3,5925.25,5907.0,stop,-18.25,-18.75,-117.0,18.25,-1.0273972602739727,18134.22999999998
2017-07-25,2017-07-26,NR7,long,2,5946.5,5948.0,close,1.5,1.0,1.0,30.75,0.032520325203252036,18135.22999999998
2017-07-28,2017-07-31,TOPQ,long,2,5918.5,5884.125,stop,-34.375,-34.875,-142.5,34.375,-1.0145454545454546,17992.72999999998
2017-08-01,2017-08-02,TOPQ,short,2,5875.25,5903.375,stop,-28.125,-28.625,-117.5,28.125,-1.0177777777777777,17875.22999999998
2017-08-04,2017-08-07,NR7,long,2,5912.25,5934.0,close,21.75,21.25,82.0,38.0,0.5592105263157895,17957.22999999998
2017-08-07,2017-08-08,TOPQ,long,3,5938.0,5917.875,ambiguous_stop,-20.125,-20.625,-128.25,20.125,-1.0248447204968945,17828.97999999998
2017-08-08,2017-08-09,TOPQ,short,2,5907.25,5874.875,target,32.375,31.875,124.5,32.875,0.9695817490494296,17953.47999999998
2017-08-11,2017-08-14,TOPQ,long,2,5846.0,5888.125,target,42.125,41.625,163.5,42.625,0.9765395894428153,18116.97999999998
2017-08-14,2017-08-15,TOPQ,long,2,5917.0,5912.0,close,-5.0,-5.5,-25.0,40.0,-0.1375,18091.97999999998
2017-08-22,2017-08-23,TOPQ,long,2,5882.5,5848.0,close,-34.5,-35.0,-143.0,44.25,-0.7909604519774012,17948.97999999998
2017-08-23,2017-08-24,NR7,short,2,5841.25,5840.5,close,0.75,0.25,-2.0,42.75,0.005847953216374269,17946.97999999998
2017-08-25,2017-08-28,TOPQ,short,2,5816.25,5845.25,stop,-29.0,-29.5,-121.0,29.0,-1.0172413793103448,17825.97999999998
2017-08-28,2017-08-29,TOPQ,long,2,5856.25,5828.625,stop,-27.625,-28.125,-115.5,27.625,-1.0180995475113122,17710.47999999998
2017-08-30,2017-08-31,TOPQ,long,2,5944.25,5984.75,target,40.5,40.0,157.0,41.0,0.975609756097561,17867.47999999998
2017-08-31,2017-09-01,TOPQ,long,2,5998.25,5988.25,close,-10.0,-10.5,-45.0,33.0,-0.3181818181818182,17822.47999999998
2017-09-06,2017-09-07,TOPQ,long,2,5966.0,5937.5,stop,-28.5,-29.0,-119.0,28.5,-1.0175438596491229,17703.47999999998
2017-09-11,2017-09-12,TOPQ,long,2,5992.0,5996.5,close,4.5,4.0,13.0,31.75,0.12598425196850394,17716.47999999998
2017-09-12,2017-09-13,NR7,long,2,6004.25,6002.0,close,-2.25,-2.75,-14.0,36.75,-0.07482993197278912,17702.47999999998
2017-09-14,2017-09-15,TOPQ,short,3,5963.25,5974.0,close,-10.75,-11.25,-72.0,19.75,-0.569620253164557,17630.47999999998
2017-09-15,2017-09-18,TOPQ,long,2,5999.25,5994.75,target,-4.5,-5.0,-23.0,37.5,-0.13333333333333333,17607.47999999998
2017-09-19,2017-09-20,NR7,short,2,5974.75,5978.5,close,-3.75,-4.25,-20.0,30.0,-0.14166666666666666,17587.47999999998
2017-09-29,2017-10-02,TOPQ,long,2,5985.75,5959.25,stop,-26.5,-27.0,-111.0,26.5,-1.0188679245283019,17476.47999999998
2017-10-03,2017-10-04,NR7,long,2,6005.0,6004.0,close,-1.0,-1.5,-9.0,26.25,-0.05714285714285714,17467.47999999998
2017-10-05,2017-10-06,TOPQ,long,2,6068.25,6064.25,close,-4.0,-4.5,-21.0,33.75,-0.13333333333333333,17446.47999999998
2017-10-06,2017-10-09,TOPQ,long,3,6071.75,6064.5,close,-7.25,-7.75,-51.0,17.25,-0.4492753623188406,17395.47999999998
2017-10-11,2017-10-12,TOPQ,long,3,6086.25,6069.625,stop,-16.625,-17.125,-107.25,16.625,-1.0300751879699248,17288.22999999998
2017-10-23,2017-10-24,TOPQ,short,2,6060.25,6079.5,close,-19.25,-19.75,-82.0,34.0,-0.5808823529411765,17206.22999999998
2017-10-26,2017-10-27,TOPQ,long,2,6096.5,6126.875,target,30.375,29.875,116.5,30.875,0.9676113360323887,17322.72999999998
2017-10-31,2017-11-01,TOPQ,long,3,6259.0,6239.0,ambiguous_stop,-20.0,-20.5,-127.5,20.0,-1.025,17195.22999999998
2017-11-03,2017-11-06,TOPQ,long,2,6297.0,6313.5,close,16.5,16.0,61.0,30.625,0.5224489795918368,17256.22999999998
2017-11-06,2017-11-07,TOPQ,long,2,6317.75,6316.0,close,-1.75,-2.25,-12.0,25.0,-0.09,17244.22999999998
2017-11-07,2017-11-08,NR7,long,2,6331.75,6341.5,close,9.75,9.25,34.0,35.5,0.2605633802816901,17278.22999999998
2017-11-08,2017-11-09,TOPQ,long,2,6345.75,6323.5,stop,-22.25,-22.75,-94.0,22.25,-1.0224719101123596,17184.22999999998
2017-11-17,2017-11-20,TOPQ,short,2,6308.25,6316.0,close,-7.75,-8.25,-36.0,21.875,-0.37714285714285717,17148.22999999998
2017-11-20,2017-11-21,NR7,long,2,6329.5,6379.5,close,50.0,49.5,195.0,38.25,1.2941176470588236,17343.22999999998
2017-11-22,2017-11-24,NR7,long,3,6395.5,6413.5,close,18.0,17.5,100.5,20.25,0.8641975308641975,17443.72999999998
2017-11-24,2017-11-27,TOPQ,long,3,6416.25,6395.875,stop,-20.375,-20.875,-129.75,20.375,-1.0245398773006136,17313.97999999998
2017-12-06,2017-12-07,TOPQ,long,2,6307.25,6323.0,close,15.75,15.25,58.0,37.5,0.4066666666666667,17371.97999999998
2017-12-12,2017-12-13,NR7,long,2,6408.0,6371.75,stop,-36.25,-36.75,-150.0,36.25,-1.013793103448276,17221.97999999998
2017-12-14,2017-12-15,TOPQ,short,3,6385.25,6405.25,stop,-20.0,-20.5,-127.5,20.0,-1.025,17094.47999999998
2017-12-18,2017-12-19,TOPQ,long,2,6542.25,6519.75,stop,-22.5,-23.0,-95.0,22.5,-1.0222222222222221,16999.47999999998
2017-12-22,2017-12-26,NR7,short,2,6467.25,6460.0,close,7.25,6.75,24.0,34.5,0.1956521739130435,17023.47999999998
2017-12-27,2017-12-28,NR7,long,2,6475.75,6446.25,close,-29.5,-30.0,-123.0,33.75,-0.8888888888888888,16900.47999999998
2017-12-28,2017-12-29,TOPQ,short,3,6442.0,6459.875,ambiguous_stop,-17.875,-18.375,-114.75,17.875,-1.027972027972028,16785.72999999998
2018-01-03,2018-01-04,TOPQ,long,2,6591.5,6603.5,close,12.0,11.5,43.0,40.25,0.2857142857142857,16828.72999999998
2018-01-05,2018-01-08,TOPQ,long,2,6671.25,6688.0,close,16.75,16.25,62.0,35.875,0.4529616724738676,16890.72999999998
2018-01-08,2018-01-09,TOPQ,long,3,6691.0,6672.0,stop,-19.0,-19.5,-121.5,19.0,-1.0263157894736843,16769.22999999998
2018-01-10,2018-01-11,TOPQ,long,2,6687.0,6716.0,target,29.0,28.5,111.0,29.5,0.9661016949152542,16880.22999999998
2018-01-11,2018-01-12,TOPQ,long,2,6729.0,6761.0,target,32.0,31.5,123.0,32.5,0.9692307692307692,17003.22999999998
2018-01-12,2018-01-16,TOPQ,long,2,6781.5,6740.5,ambiguous_stop,-41.0,-41.5,-169.0,41.0,-1.0121951219512195,16834.22999999998
2018-01-19,2018-01-22,TOPQ,long,2,6857.25,6829.25,ambiguous_stop,-28.0,-28.5,-117.0,28.0,-1.0178571428571428,16717.22999999998
2018-01-29,2018-01-30,TOPQ,short,2,6979.75,6946.375,target,33.375,32.875,128.5,33.875,0.9704797047970479,16845.72999999998
2018-03-16,2018-03-19,NR7,short,1,7030.75,6983.29,target,47.460000000000036,46.960000000000036,92.42000000000007,28.5,1.6477192982456152,16938.14999999998
2018-03-20,2018-03-21,TOPQ,long,2,6928.0,6895.375,stop,-32.625,-33.125,-135.5,32.625,-1.0153256704980842,16802.64999999998
2018-05-10,2018-05-11,TOPQ,long,1,6971.5,6930.0,stop,-41.5,-42.0,-85.5,41.5,-1.0120481927710843,16717.14999999998
2018-05-16,2018-05-17,TOPQ,long,2,6953.75,6914.5,stop,-39.25,-39.75,-162.0,39.25,-1.0127388535031847,16555.14999999998
2018-05-30,2018-05-31,TOPQ,long,2,6995.0,6977.0,close,-18.0,-18.5,-77.0,38.375,-0.4820846905537459,16478.14999999998
2018-06-04,2018-06-05,TOPQ,long,2,7151.75,7179.25,close,27.5,27.0,105.0,40.125,0.6728971962616822,16583.14999999998
2018-06-06,2018-06-07,TOPQ,long,2,7222.5,7182.25,stop,-40.25,-40.75,-166.0,40.25,-1.0124223602484472,16417.14999999998
2018-06-13,2018-06-14,TOPQ,short,2,7191.75,7227.375,stop,-35.625,-36.125,-147.5,35.625,-1.0140350877192983,16269.64999999998
2018-07-19,2018-07-20,TOPQ,short,2,7354.5,7385.375,stop,-30.875,-31.375,-128.5,30.875,-1.0161943319838056,16141.14999999998
2018-07-20,2018-07-23,TOPQ,short,2,7350.5,7382.25,ambiguous_stop,-31.75,-32.25,-132.0,31.75,-1.015748031496063,16009.14999999998
2018-08-06,2018-08-07,TOPQ,long,2,7450.0,7480.875,target,30.875,30.375,118.5,31.375,0.9681274900398407,16127.64999999998
2018-08-24,2018-08-27,TOPQ,long,2,7499.75,7537.875,target,38.125,37.625,147.5,38.625,0.9741100323624595,16275.14999999998
2018-08-27,2018-08-28,TOPQ,long,2,7569.25,7578.0,close,8.75,8.25,30.0,35.375,0.2332155477031802,16305.14999999998
2018-08-28,2018-08-29,NR7,long,2,7597.5,7652.94,target,55.4399999999996,54.9399999999996,216.7599999999984,33.25,1.652330827067657,16521.909999999978
2018-09-25,2018-09-26,TOPQ,long,2,7603.5,7629.625,target,26.125,25.625,99.5,26.625,0.9624413145539906,16621.409999999978
2019-01-16,2019-01-17,TOPQ,short,1,6663.75,6700.625,ambiguous_stop,-36.875,-37.375,-76.25,36.875,-1.0135593220338983,16545.159999999978
2019-03-06,2019-03-07,TOPQ,short,1,7106.75,7074.875,target,31.875,31.375,61.25,32.375,0.9691119691119691,16606.409999999978
2019-04-01,2019-04-02,TOPQ,long,2,7506.75,7519.25,close,12.5,12.0,45.0,39.25,0.3057324840764331,16651.409999999978
2019-04-05,2019-04-08,TOPQ,long,2,7613.0,7584.375,stop,-28.625,-29.125,-119.5,28.625,-1.017467248908297,16531.909999999978
2019-04-08,2019-04-09,TOPQ,long,2,7629.5,7595.25,stop,-34.25,-34.75,-142.0,34.25,-1.0145985401459854,16389.909999999978
2019-04-10,2019-04-11,TOPQ,long,2,7646.25,7610.875,stop,-35.375,-35.875,-146.5,35.375,-1.0141342756183747,16243.409999999978
2019-04-15,2019-04-16,TOPQ,long,2,7659.25,7689.125,target,29.875,29.375,114.5,30.375,0.9670781893004116,16357.909999999978
2019-04-18,2019-04-22,TOPQ,long,2,7723.25,7691.625,stop,-31.625,-32.125,-131.5,31.625,-1.0158102766798418,16226.409999999978
2019-04-22,2019-04-23,TOPQ,long,2,7747.0,7785.25,target,38.25,37.75,148.0,38.75,0.9741935483870968,16374.409999999978
2019-04-24,2019-04-25,TOPQ,long,2,7855.25,7827.5,ambiguous_stop,-27.75,-28.25,-116.0,27.75,-1.018018018018018,16258.409999999978
2019-04-29,2019-04-30,TOPQ,short,2,7805.25,7836.625,ambiguous_stop,-31.375,-31.875,-130.5,31.375,-1.0159362549800797,16127.909999999978
2019-06-17,2019-06-18,TOPQ,long,1,7551.0,7588.125,target,37.125,36.625,71.75,37.625,0.973421926910299,16199.659999999978
2019-07-02,2019-07-03,TOPQ,long,2,7843.5,7883.375,target,39.875,39.375,154.5,40.375,0.9752321981424149,16354.159999999978
2019-07-03,2019-07-05,TOPQ,long,2,7893.0,7858.625,stop,-34.375,-34.875,-142.5,34.375,-1.0145454545454546,16211.659999999978
2019-07-16,2019-07-17,TOPQ,short,2,7923.75,7962.75,ambiguous_stop,-39.0,-39.5,-161.0,39.0,-1.0128205128205128,16050.659999999978
2019-07-23,2019-07-24,TOPQ,long,2,7986.0,7946.875,ambiguous_stop,-39.125,-39.625,-161.5,39.125,-1.012779552715655,15889.159999999978
2019-11-11,2019-11-12,TOPQ,long,1,8262.0,8234.125,ambiguous_stop,-27.875,-28.375,-58.25,27.875,-1.0179372197309418,15830.909999999978
2019-11-15,2019-11-18,TOPQ,long,2,8324.25,8292.625,ambiguous_stop,-31.625,-32.125,-131.5,31.625,-1.0158102766798418,15699.409999999978
2019-12-17,2019-12-18,NR7,long,2,8597.0,8590.25,close,-6.75,-7.25,-32.0,33.75,-0.21481481481481482,15667.409999999978
2019-12-19,2019-12-20,TOPQ,long,2,8655.75,8693.125,target,37.375,36.875,144.5,37.875,0.9735973597359736,15811.909999999978
2019-12-20,2019-12-23,TOPQ,long,2,8710.75,8742.06494140625,target,31.31494140625,30.81494140625,120.259765625,37.89501953125,0.8131659987888002,15932.169765624978
2019-12-24,2019-12-26,NR7,long,2,8736.25,8784.97,target,48.719999999999345,48.219999999999345,189.87999999999738,29.25,1.6485470085469862,16122.049765624975
2019-12-26,2019-12-27,TOPQ,long,2,8805.25,8843.0,target,37.75,37.25,146.0,38.25,0.9738562091503268,16268.049765624975
2019-12-27,2019-12-30,TOPQ,short,2,8768.75,8806.25,ambiguous_stop,-37.5,-38.0,-155.0,37.5,-1.0133333333333334,16113.049765624975
2020-01-16,2020-01-17,TOPQ,long,2,9140.5,9179.625,target,39.125,38.625,151.5,39.625,0.9747634069400631,16264.549765624975
